Region Code: EU
"Region Name: Europe"
Country Code: LUX
"Country Name: Luxembourg"
Export date: 12/2/2022 10:47:49 AM
Source location: "WHO Mortality Database portal"
Metadata information: 

Indicator Code,Indicator Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CG0780,Other neoplasms,2003,All,Age_all,[All],16.00000000,0.40712468,2.02532271,3.54264458,
CG0810,Neuropsychiatric conditions,2003,All,Age_all,[All],239.00000000,6.08142494,32.09478055,52.91825348,
CG0860,Alcohol use disorders,2003,All,Age_all,[All],24.00000000,0.61068702,4.02534654,5.31396688,
CG0910,Post-traumatic stress disorder,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0940,Insomnia (primary),2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0990,Glaucoma,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1040,Cardiovascular diseases,2003,All,Age_all,[All],1542.00000000,39.23664122,190.08782970,341.42237180,
CG1070,Ischaemic heart disease,2003,All,Age_all,[All],502.00000000,12.77353690,63.76926028,111.15047383,
CG1130,Asthma,2003,All,Age_all,[All],7.00000000,0.17811705,0.94012236,1.54990701,
CG1180,Appendicitis,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1183,Inflammatory bowel disease,2003,All,Age_all,[All],6.00000000,0.15267176,0.68110834,1.32849172,
CG1210,Nephritis and nephrosis,2003,All,Age_all,[All],22.00000000,0.55979644,2.52908665,4.87113630,
CG1260,Rheumatoid arthritis,2003,All,Age_all,[All],3.00000000,0.07633588,0.38900634,0.66424586,
CG1290,Back pain,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1340,Anorectal atresia,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1390,Down syndrome,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1420,Other Congenital anomalies,2003,All,Age_all,[All],5.00000000,0.12722646,1.25482886,1.10707643,
CG1470,Other oral diseases,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0870,Alzheimer and other dementias,2003,All,Age_all,[All],118.00000000,3.00254453,13.26008989,26.12700381,
CG0900,Drug use disorders,2003,All,Age_all,[All],11.00000000,0.27989822,2.07529358,2.43556815,
CG0950,Migraine,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1000,Cataracts,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1030,Other sense organ disorders,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1080,Cerebrovascular disease,2003,All,Age_all,[All],377.00000000,9.59287532,46.27210269,83.47356302,
CG1140,Other respiratory diseases,2003,All,Age_all,[All],74.00000000,1.88295165,9.02972285,16.38473120,
CG1170,Cirrhosis of the liver,2003,All,Age_all,[All],60.00000000,1.52671756,9.63104013,13.28491719,
CG1184,Gallbladder and biliary diseases,2003,All,Age_all,[All],10.00000000,0.25445293,1.29331304,2.21415287,
CG1220,Benign prostatic hypertrophy,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1250,Musculoskeletal diseases,2003,All,Age_all,[All],12.00000000,0.30534351,1.58285410,2.65698344,
CG1300,Other musculoskeletal disorders,2003,All,Age_all,[All],8.00000000,0.20356234,1.07946498,1.77132229,
CG1350,Cleft lip,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1380,Renal agenesis,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1430,Oral conditions,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1475,Sudden infant death syndrome,2003,All,Age_all,[All],3.00000000,0.07633588,1.03093172,0.66424586,
CG1500,Road traffic accidents,2003,All,Age_all,[All],42.00000000,1.06870229,9.13763943,9.29944203,
CG1541,Exposure to mechanical forces,2003,All,Age_all,[All],3.00000000,0.07633588,0.48075513,0.66424586,
CG1560,Intentional injuries,2003,All,Age_all,[All],52.00000000,1.32315522,10.55269002,11.51359490,
CG1580,Violence,2003,All,Age_all,[All],4.00000000,0.10178117,1.04211927,0.88566115,
CG1610,Ill-defined diseases,2003,All,Age_all,[All],174.00000000,4.42748092,21.28771209,38.52625985,
CG1099,Other circulatory diseases,2003,All,Age_all,[All],200.00000000,5.08905852,25.30113904,44.28305730,
CG0000,All Causes,2003,Male,Age_all,[All],1925.00000000,100.00000000,683.04491072,863.75547419,
CG0752,b. Non-Hodgkin lymphoma,2002,Male,Age_all,[All],15.00000000,0.84269663,5.52078164,6.82063104,
CG0753,c. Multiple myeloma,2002,Male,Age_all,[All],5.00000000,0.28089888,1.57478001,2.27354368,
CG0760,Leukaemia,2002,Male,Age_all,[All],16.00000000,0.89887640,5.65845838,7.27533978,
CG0840,Schizophrenia,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0850,Epilepsy,2002,Male,Age_all,[All],6.00000000,0.33707865,2.21946604,2.72825242,
CG0930,Panic disorder,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0940,Insomnia (primary),2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1010,"Vision disorders, age-related",2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1020,"Hearing loss, adult onset ",2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1110,Respiratory diseases,2002,Male,Age_all,[All],121.00000000,6.79775281,42.56736695,55.01975710,
CG1120,Chronic obstructive pulmonary disease,2002,Male,Age_all,[All],77.00000000,4.32584270,26.89183645,35.01257270,
CG1182,Paralytic ileus and intestinal obstruction,2002,Male,Age_all,[All],6.00000000,0.33707865,2.18647404,2.72825242,
CG1183,Inflammatory bowel disease,2002,Male,Age_all,[All],1.00000000,0.05617978,0.40819065,0.45470874,
CG1230,Other genitourinary system diseases,2002,Male,Age_all,[All],2.00000000,0.11235955,0.78464207,0.90941747,
CG1240,Skin diseases,2002,Male,Age_all,[All],4.00000000,0.22471910,1.51246960,1.81883495,
CG1320,Abdominal wall defect,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1330,Anencephaly,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1410,Spina bifida,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1420,Other Congenital anomalies,2002,Male,Age_all,[All],4.00000000,0.22471910,2.29830410,1.81883495,
CG1480,Injuries,2002,Male,Age_all,[All],159.00000000,8.93258427,64.29005314,72.29868908,
CG1490,Unintentional injuries,2002,Male,Age_all,[All],88.00000000,4.94382022,36.30906416,40.01436880,
CG1550,Other unintentional injuries,2002,Male,Age_all,[All],22.00000000,1.23595506,8.48740849,10.00359220,
CG1560,Intentional injuries,2002,Male,Age_all,[All],67.00000000,3.76404494,26.29333741,30.46548533,
CG1510,Poisonings,2003,All,Age_all,[All],4.00000000,0.10178117,0.96128488,0.88566115,
CG1540,Drownings,2003,All,Age_all,[All],3.00000000,0.07633588,0.47967506,0.66424586,
CG1570,Self-inflicted injuries,2003,All,Age_all,[All],48.00000000,1.22137405,9.51057075,10.62793375,
CG0768,Ill-defined malignant neoplasms,2003,All,Age_all,[All],52.00000000,1.32315522,6.53989043,11.51359490,
CG1098,Ill-defined circulatory diseases,2003,All,Age_all,[All],378.00000000,9.61832061,44.17052589,83.69497830,
CG0010,"Communicable, maternal, perinatal and nutritional conditions",2003,Male,Age_all,[All],138.00000000,7.16883117,52.72357158,61.92117166,
CG0060,Chlamydia,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0090,HIV/AIDS,2003,Male,Age_all,[All],1.00000000,0.05194805,0.33977234,0.44870414,
CG0140,Diphtheria,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0190,Hepatitis C,2003,Male,Age_all,[All],1.00000000,0.05194805,0.35095044,0.44870414,
CG0220,Trypanosomiasis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0270,Onchocerciasis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0320,Intestinal nematode infections,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0400,Upper respiratory infections,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0520,Other perinatal conditions,2003,Male,Age_all,[All],4.00000000,0.20779221,2.63485177,1.79481657,
CG0550,Iodine deficiency,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0600,Malignant neoplasms,2003,Male,Age_all,[All],520.00000000,27.01298701,177.26508912,233.32615407,
CG0620,Oesophagus cancer,2003,Male,Age_all,[All],14.00000000,0.72727273,4.91294488,6.28185799,
CG0650,Liver cancer,2003,Male,Age_all,[All],24.00000000,1.24675325,7.85811777,10.76889942,
CG0682,b. Non-melanoma skin cancer,2003,Male,Age_all,[All],2.00000000,0.10389610,0.72194518,0.89740828,
CG0740,Bladder cancer,2003,Male,Age_all,[All],13.00000000,0.67532468,4.47354084,5.83315385,
CG0743,Larynx cancer,2003,Male,Age_all,[All],6.00000000,0.31168831,2.11808135,2.69222485,
CG0020,Infectious and parasitic diseases,2003,Male,Age_all,[All],34.00000000,1.76623377,12.05309797,15.25594084,
CG0050,Syphilis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0100,Diarrhoeal diseases,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0130,Poliomyelitis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0150,Measles,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0180,Hepatitis B,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0230,Chagas disease,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0280,Leprosy,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0310,Trachoma,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0360,Other intestinal infections,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0390,Lower respiratory infections,2003,Male,Age_all,[All],94.00000000,4.88311688,34.74671779,42.17818939,
CG0410,Otitis media,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0510,Birth asphyxia and birth trauma,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0560,Vitamin A deficiency,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0590,Noncommunicable diseases,2003,Male,Age_all,[All],1599.00000000,83.06493506,557.16653761,717.47792376,
CG0610,Mouth and oropharynx cancers,2003,Male,Age_all,[All],22.00000000,1.14285714,7.49232327,9.87149113,
CG0613,c. Other pharynx cancer,2003,Male,Age_all,[All],18.00000000,0.93506494,6.13465132,8.07667456,
CG0660,Pancreas cancer,2003,Male,Age_all,[All],23.00000000,1.19480519,7.67035214,10.32019528,
CG0681,a. Malignant skin melanoma,2003,Male,Age_all,[All],9.00000000,0.46753247,3.43186881,4.03833728,
CG0690,Breast cancer,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0732,Kidney cancer,2003,Male,Age_all,[All],10.00000000,0.51948052,3.28642560,4.48704142,
CG0744,Thyroid cancer,2003,Male,Age_all,[All],1.00000000,0.05194805,0.36492845,0.44870414,
CG0752,b. Non-Hodgkin lymphoma,2003,Male,Age_all,[All],13.00000000,0.67532468,4.40900512,5.83315385,
CG0800,Endocrine disorders,2003,Male,Age_all,[All],16.00000000,0.83116883,5.53719112,7.17926628,
CG0830,Bipolar disorder,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0880,Parkinson disease,2003,Male,Age_all,[All],14.00000000,0.72727273,4.55898599,6.28185799,
CG0930,Panic disorder,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0960,Mental Retardation,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1010,"Vision disorders, age-related",2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1060,Hypertensive heart disease,2003,Male,Age_all,[All],21.00000000,1.09090909,7.61037042,9.42278699,
CG1090,Inflammatory heart diseases,2003,Male,Age_all,[All],24.00000000,1.24675325,8.64225536,10.76889942,
CG1150,Digestive diseases,2003,Male,Age_all,[All],95.00000000,4.93506494,32.67597370,42.62689353,
CG1182,Paralytic ileus and intestinal obstruction,2003,Male,Age_all,[All],6.00000000,0.31168831,2.12676236,2.69222485,
CG1185,Pancreatitis,2003,Male,Age_all,[All],6.00000000,0.31168831,2.09053365,2.69222485,
CG1230,Other genitourinary system diseases,2003,Male,Age_all,[All],2.00000000,0.10389610,0.72194518,0.89740828,
CG1280,Gout,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1310,Congenital anomalies,2003,Male,Age_all,[All],5.00000000,0.25974026,2.13489102,2.24352071,
CG1360,Cleft palate,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1410,Spina bifida,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1440,Dental caries,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1480,Injuries,2003,Male,Age_all,[All],135.00000000,7.01298701,54.19971286,60.57505923,
CG1530,Fires,2003,Male,Age_all,[All],1.00000000,0.05194805,0.36492845,0.44870414,
CG1542,Natural disasters,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1590,War,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0789,Diabetes mellitus and endocrine disorders,2003,Male,Age_all,[All],39.00000000,2.02597403,13.44556019,17.49946156,
CG0789,Diabetes mellitus and endocrine disorders,2002,Male,Age_all,[All],36.00000000,2.02247191,12.62156067,16.36951451,
CG1098,Ill-defined circulatory diseases,2002,Male,Age_all,[All],142.00000000,7.97752809,51.62116263,64.56864056,
CG0030,Tuberculosis,2002,Female,Age_all,[All],2.00000000,0.10970927,0.51748445,0.88392711,
CG0040,STDs excluding HIV,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0120,Pertussis,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0130,Poliomyelitis,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0210,Tropical-cluster diseases,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0220,Trypanosomiasis,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0290,Dengue,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0300,Japanese encephalitis,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0380,Respiratory infections,2002,Female,Age_all,[All],91.00000000,4.99177180,15.23127295,40.21868357,
CG0390,Lower respiratory infections,2002,Female,Age_all,[All],91.00000000,4.99177180,15.23127295,40.21868357,
CG0460,Obstructed labour,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0470,Abortion,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0480,Other maternal conditions,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0550,Iodine deficiency,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0560,Vitamin A deficiency,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0613,c. Other pharynx cancer,2002,Female,Age_all,[All],4.00000000,0.21941854,1.19150689,1.76785422,
CG0620,Oesophagus cancer,2002,Female,Age_all,[All],7.00000000,0.38398245,1.52916647,3.09374489,
CG0681,a. Malignant skin melanoma,2002,Female,Age_all,[All],8.00000000,0.43883708,2.36535799,3.53570845,
CG0682,b. Non-melanoma skin cancer,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0690,Breast cancer,2002,Female,Age_all,[All],73.00000000,4.00438837,19.44171772,32.26333957,
CG0742,Gallbladder and biliary tract cancer,2002,Female,Age_all,[All],6.00000000,0.32912781,1.25383447,2.65178133,
CG0743,Larynx cancer,2002,Female,Age_all,[All],2.00000000,0.10970927,0.58466792,0.88392711,
CG0780,Other neoplasms,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0790,Diabetes mellitus,2002,Female,Age_all,[All],27.00000000,1.48107515,5.42217938,11.93301600,
CG0860,Alcohol use disorders,2002,Female,Age_all,[All],6.00000000,0.32912781,1.83422607,2.65178133,
CG0870,Alzheimer and other dementias,2002,Female,Age_all,[All],44.00000000,2.41360395,7.15896314,19.44639645,
CG0880,Parkinson disease,2002,Female,Age_all,[All],15.00000000,0.82281953,2.61665604,6.62945334,
CG0950,Migraine,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0960,Mental Retardation,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1040,Cardiovascular diseases,2002,Female,Age_all,[All],780.00000000,42.78661547,145.43901334,344.73157343,
CG1050,Rheumatic heart disease,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1130,Asthma,2002,Female,Age_all,[All],10.00000000,0.54854635,2.49366972,4.41963556,
CG1140,Other respiratory diseases,2002,Female,Age_all,[All],32.00000000,1.75534833,6.37452752,14.14283378,
CG1150,Digestive diseases,2002,Female,Age_all,[All],78.00000000,4.27866155,17.82105772,34.47315734,
CG1184,Gallbladder and biliary diseases,2002,Female,Age_all,[All],7.00000000,0.38398245,1.16583857,3.09374489,
CG1185,Pancreatitis,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1270,Osteoarthritis,2002,Female,Age_all,[All],1.00000000,0.05485464,0.14013304,0.44196356,
CG1280,Gout,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1350,Cleft lip,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1360,Cleft palate,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1440,Dental caries,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1450,Periodontal disease,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1520,Falls,2002,Female,Age_all,[All],21.00000000,1.15194734,4.10924832,9.28123467,
CG1530,Fires,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0751,a. Hodgkin lymphoma,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0753,c. Multiple myeloma,2003,Male,Age_all,[All],7.00000000,0.36363636,2.23686882,3.14092900,
CG0790,Diabetes mellitus,2003,Male,Age_all,[All],23.00000000,1.19480519,7.90836907,10.32019528,
CG0840,Schizophrenia,2003,Male,Age_all,[All],1.00000000,0.05194805,0.27837259,0.44870414,
CG0870,Alzheimer and other dementias,2003,Male,Age_all,[All],38.00000000,1.97402597,13.59587912,17.05075741,
CG0920,Obsessive-compulsive disorder,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0970,Other neuropsychiatric disorders,2003,Male,Age_all,[All],13.00000000,0.67532468,6.39772335,5.83315385,
CG1000,Cataracts,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1050,Rheumatic heart disease,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1110,Respiratory diseases,2003,Male,Age_all,[All],112.00000000,5.81818182,38.19106336,50.25486395,
CG1140,Other respiratory diseases,2003,Male,Age_all,[All],34.00000000,1.76623377,12.22789686,15.25594084,
CG1181,Gastritis and duodenitis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1190,Other digestive diseases,2003,Male,Age_all,[All],24.00000000,1.24675325,8.01898212,10.76889942,
CG1220,Benign prostatic hypertrophy,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1270,Osteoarthritis,2003,Male,Age_all,[All],1.00000000,0.05194805,0.29549444,0.44870414,
CG1320,Abdominal wall defect,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1350,Cleft lip,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1400,Congenital heart anomalies,2003,Male,Age_all,[All],1.00000000,0.05194805,0.35095044,0.44870414,
CG1450,Periodontal disease,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1475,Sudden infant death syndrome,2003,Male,Age_all,[All],2.00000000,0.10389610,1.31742589,0.89740828,
CG1520,Falls,2003,Male,Age_all,[All],24.00000000,1.24675325,8.80222299,10.76889942,
CG1550,Other unintentional injuries,2003,Male,Age_all,[All],28.00000000,1.45454545,10.23201000,12.56371599,
